Sample	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed
25-167_R2_001	3.5	37431573	19691844	37431573	5614735950	31967317	5300365892	5.599017670635073
25-168_R1_001	3.5	44104075	15884380	44104075	6615611250	9973519	6572245408	0.6555077129116376
25-168_R2_001	3.5	44104075	19287451	44104075	6615611250	19013162	6415234952	3.0288402753411483
25-169_R1_001	3.5	57727336	19726881	57727336	8659100400	49631399	8554281809	1.2105020863368208
25-169_R2_001	3.5	57727336	35484386	57727336	8659100400	29532483	7654469592	11.602022861404864
25-170_R1_001	3.5	49733846	18129166	49733846	7460076900	11915528	7406562346	0.7173458761530996
25-170_R2_001	3.5	49733846	22628497	49733846	7460076900	23009347	7231991895	3.057408228593461
25-171_R1_001	3.5	47552922	17324900	47552922	7132938300	9494020	7090931314	0.5889155945734172
25-171_R2_001	3.5	47552922	20216724	47552922	7132938300	20336254	6997167254	1.9034378301015165
25-172_R1_001	3.5	37267613	13990902	37267613	5590141950	12394507	5540098666	0.8952059616303661
25-172_R2_001	3.5	37267613	19273604	37267613	5590141950	18652722	5300769543	5.176476905027429
25-174_R1_001	3.5	36240014	13597074	36240014	5436002100	8284848	5392886252	0.7931536303122473
25-174_R2_001	3.5	36240014	18291456	36240014	5436002100	17280775	5164299902	4.998198915338904
25-175_R1_001	3.5	37714009	13807277	37714009	5657101350	10205951	5619204815	0.6698931600368093
25-175_R2_001	3.5	37714009	16488489	37714009	5657101350	18355624	5505196086	2.6852137623449157
25-177_R1_001	3.5	43793074	16234742	43793074	6568961100	9343032	6525699558	0.6585750979709714
25-177_R2_001	3.5	43793074	19319644	43793074	6568961100	18204231	6404623928	2.5017224108695055
25-179_R1_001	3.5	42313327	14335677	42313327	6346999050	26321774	6282822678	1.011129377749001
25-179_R2_001	3.5	42313327	22754267	42313327	6346999050	21950259	5856735271	7.724339883113737
25-180_R1_001	3.5	54512346	17742828	54512346	8176851900	37669773	8095488046	0.9950510905058706
25-180_R2_001	3.5	54512346	28909608	54512346	8176851900	31688606	7426988486	9.170563722696262
25-185_R1_001	3.5	27001371	9945244	27001371	4050205650	7092982	4019726295	0.7525384544362581
25-185_R2_001	3.5	27001371	12460418	27001371	4050205650	13027847	3911272225	3.430280756237649
25-186_R1_001	3.5	25992262	9455106	25992262	3898839300	7701575	3869038172	0.7643589721689735
25-186_R2_001	3.5	25992262	12153074	25992262	3898839300	13591347	3731034163	4.303976750208709
25-193_R1_001	3.5	27463768	10398373	27463768	4119565200	9113188	4086828548	0.7946627959669142
25-193_R2_001	3.5	27463768	13978657	27463768	4119565200	11656778	3874098085	5.958568515920079
25-194_R1_001	3.5	30767787	11348335	30767787	4615168050	5691419	4580811027	0.74443709584963
25-194_R2_001	3.5	30767787	15257683	30767787	4615168050	25484099	4402953006	4.598208379432684
25-195_R1_001	3.5	34083306	13042433	34083306	5112495900	12379031	5065581016	0.917651278703226
25-195_R2_001	3.5	34083306	17502017	34083306	5112495900	15137181	4841268949	5.3051768902152086
25-202_R1_001	3.5	49247884	19157342	49247884	7387182600	21624029	7314165212	0.9884335064358636
25-202_R2_001	3.5	49247884	28795608	49247884	7387182600	20265025	6842815393	7.36907744774036
25-203_R1_001	3.5	35893775	13303770	35893775	5384066250	7266385	5343090113	0.7610630162658195
25-203_R2_001	3.5	35893775	17622448	35893775	5384066250	30365927	5147295591	4.397617859921393
5-002_R1_001	3.5	43638842	16330839	43638842	6545826300	9315703	6499616449	0.7059437400592191
5-002_R2_001	3.5	43638842	19897459	43638842	6545826300	17519806	6348526123	3.014137069295591
5-003_R1_001	3.5	46712444	17724394	46712444	7006866600	12026985	6950301071	0.8072870832163409
5-003_R2_001	3.5	46712444	24108956	46712444	7006866600	17120444	6668441311	4.829909120861528
5-004_R1_001	3.5	52045755	20139202	52045755	7806863250	20236403	7731557592	0.9646083912126935
5-004_R2_001	3.5	52045755	29256955	52045755	7806863250	22260427	7284055199	6.69677480260718
5-005_R1_001	3.5	44362652	16750646	44362652	6654397800	7937402	6614483198	0.5998229020813874
5-005_R2_001	3.5	44362652	19372368	44362652	6654397800	15241655	6508463246	2.193054253534407
5-006_R1_001	3.5	33639491	13024602	33639491	5045923650	10539034	4998746371	0.9349582409951843
5-006_R2_001	3.5	33639491	18470390	33639491	5045923650	14870377	4749648045	5.871583193693389
5-007_R1_001	3.5	30362109	11413326	30362109	4554316350	5695998	4522972268	0.6882280366843643
5-007_R2_001	3.5	30362109	14403244	30362109	4554316350	12507587	4375818285	3.9193163426163844
5-008_R1_001	3.5	50630229	18956550	50630229	7594534350	10617772	7545049800	0.6515810939745108
5-008_R2_001	3.5	50630229	22069048	50630229	7594534350	20241946	7402840525	2.5241024158380427
5-009_R1_001	3.5	32811107	12479674	32811107	4921666050	10644087	4881954864	0.8068646998103416
5-009_R2_001	3.5	32811107	16269489	32811107	4921666050	13793163	4703595204	4.430833863666959
5-010_R1_001	3.5	34495215	12998897	34495215	5174282250	9402651	5132856527	0.800608103665006
5-010_R2_001	3.5	34495215	16481544	34495215	5174282250	13660183	4975994282	3.8321830626846847
5-012_R1_001	3.5	43132548	15919273	43132548	6469882200	8201792	6433332926	0.5649140567041545
5-012_R2_001	3.5	43132548	18164688	43132548	6469882200	17301725	6344136814	1.9435498531951632
5-014_R1_001	3.5	49165263	19471159	49165263	7374789450	15779515	7305649808	0.937513436400547
5-014_R2_001	3.5	49165263	27762387	49165263	7374789450	22125744	6852729199	7.078985163434055
5-015_R1_001	3.5	34105726	13033407	34105726	5115858900	7578196	5079781923	0.7051988279035608
5-015_R2_001	3.5	34105726	15481890	34105726	5115858900	11168389	4957536781	3.0947319325011096
5-061_R1_001	3.5	36937307	13851722	36937307	5540596050	6759771	5506790463	0.6101435061305363
5-061_R2_001	3.5	36937307	16213439	36937307	5540596050	12683119	5399584117	2.5450679264011677
5-063_R1_001	3.5	42677541	15823677	42677541	6401631150	8271705	6356842665	0.6996417623967603
5-063_R2_001	3.5	42677541	19783969	42677541	6401631150	18182374	6175861340	3.5267544272681186
5-066_R1_001	3.5	32128669	6201599	32128669	4819300350	26516820	4776887145	0.880069759503576
5-066_R2_001	3.5	32128669	12723629	32128669	4819300350	23768260	4294040040	10.89909887023331
5-067_R1_001	3.5	45059618	17147157	45059618	6758942700	13281022	6701733826	0.8464175025481426
5-067_R2_001	3.5	45059618	23103155	45059618	6758942700	20058584	6427106531	4.909586953592608
5-069_R1_001	3.5	37654463	13448786	37654463	5648169450	6140323	5619775960	0.502702517184572
5-069_R2_001	3.5	37654463	14862118	37654463	5648169450	14976281	5574588378	1.302741935265416
5-071_R1_001	3.5	42689125	16197214	42689125	6403368750	7985230	6361155232	0.659239216857533
5-071_R2_001	3.5	42689125	19200627	42689125	6403368750	17687121	6222721698	2.821125239741972
5-073_R1_001	3.5	35029787	11297701	35029787	5254468050	18462776	5207829141	0.8876047690498375
5-073_R2_001	3.5	35029787	19733274	35029787	5254468050	18248993	4577802398	12.87790972484836
5-074_R1_001	3.5	36764035	13502501	36764035	5514605250	9296911	5476770453	0.6860835052518038
5-074_R2_001	3.5	36764035	16544774	36764035	5514605250	14570765	5355265086	2.8894210333550165
5-075_R1_001	3.5	27906937	10878084	27906937	4186040550	6856492	4153325456	0.7815283585821928
5-075_R2_001	3.5	27906937	13327105	27906937	4186040550	9003944	4031988884	3.680128373338381
5-121_R1_001	3.5	39640472	14604914	39640472	5946070800	7628159	5908858748	0.6258259151572834
5-121_R2_001	3.5	39640472	17257400	39640472	5946070800	15878681	5808936091	2.3063080412698755
5-122_R1_001	3.5	23488608	8850011	23488608	3523291200	6117002	3498538078	0.702556802571414
5-122_R2_001	3.5	23488608	10750152	23488608	3523291200	9749041	3419668285	2.941082899988511
5-123_R1_001	3.5	44842251	16591417	44842251	6726337650	8217571	6682982845	0.6445529091154084
5-123_R2_001	3.5	44842251	19646558	44842251	6726337650	16634563	6557422615	2.51124822733215
5-124_R1_001	3.5	52726370	19986605	52726370	7908955500	16170147	7847381670	0.7785330186773715
5-124_R2_001	3.5	52726370	26122491	52726370	7908955500	23191407	7487561317	5.328063648859827
5-125_R1_001	3.5	38616225	15309534	38616225	5792433750	12671666	5741128168	0.8857344635145805
5-125_R2_001	3.5	38616225	20760223	38616225	5792433750	12425965	5469484962	5.575355747486969
5-126_R1_001	3.5	43719491	15233260	43719491	6557923650	22923402	6496165721	0.9417299178223888
5-126_R2_001	3.5	43719491	23145120	43719491	6557923650	19105646	6083143920	7.239787398256764
5-127_R1_001	3.5	33648778	9312534	33648778	5047316700	22256124	5001566918	0.9064178992374305
5-127_R2_001	3.5	33648778	15420905	33648778	5047316700	20286278	4603294592	8.797191347236048
5-128_R1_001	3.5	40849640	15240287	40849640	6127446000	7655946	6080259321	0.7700872272068983
5-128_R2_001	3.5	40849640	20839754	40849640	6127446000	34592159	5812313266	5.142970399086341
5-130_R1_001	3.5	47240071	17804059	47240071	7086010650	8251378	7042989891	0.6071224152055148
5-130_R2_001	3.5	47240071	20519704	47240071	7086010650	17020251	6913680397	2.4319784644975093
5-131_R1_001	3.5	51805687	19599208	51805687	7770853050	15060407	7703540178	0.8662224284372485
5-131_R2_001	3.5	51805687	28478252	51805687	7770853050	17994177	7299195360	6.069574176286862
5-133_R1_001	3.5	31058429	11842029	31058429	4658764350	7893280	4622827715	0.7713769639368001
5-133_R2_001	3.5	31058429	14951642	31058429	4658764350	11652356	4478827167	3.8623370808613657
5-135_R1_001	3.5	18080856	6985666	18080856	2712128400	6242873	2686660382	0.9390417503832046
5-135_R2_001	3.5	18080856	10030757	18080856	2712128400	7887277	2538604602	6.398067215401748
5-181_R1_001	3.5	59966791	22574029	59966791	8995018650	11943481	8932892498	0.6906728536910816
5-181_R2_001	3.5	59966791	28482026	59966791	8995018650	21190156	8693868235	3.3479687671353524
5-182_R1_001	3.5	35284655	12934061	35284655	5292698250	6913833	5257685405	0.6615311008897966
5-182_R2_001	3.5	35284655	15626970	35284655	5292698250	15603299	5140373167	2.878023189778484
5-187_R1_001	3.5	72023981	26945277	72023981	10803597150	20527828	10723291237	0.743325689444094
5-187_R2_001	3.5	72023981	35184776	72023981	10803597150	30563359	10266457414	4.971860099392914
5-188_R1_001	3.5	37262764	13827531	37262764	5589414600	6909932	5547963885	0.741593135710491
5-188_R2_001	3.5	37262764	18548127	37262764	5589414600	32121624	5338895801	4.482022124463624
5-189_R1_001	3.5	31982944	11500841	31982944	4797441600	5531675	4770365986	0.564376104130168
5-189_R2_001	3.5	31982944	13320132	31982944	4797441600	13609583	4681204690	2.422893694005572
5-197_R1_001	3.5	55144921	19442020	55144921	8271738150	23058508	8199836296	0.8692472210329821
5-197_R2_001	3.5	55144921	27830903	55144921	8271738150	26040261	7787160048	5.858237932737269
