Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
25-060_R2_001_val_2	25-060_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53610688.0	0.0	20-150	42.0	17.346198811579665	139.43563466299855	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-109_R1_001_val_1	25-109_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44428553.0	0.0	20-150	43.0	21.582945186815984	140.02543438675573	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-109_R2_001_val_2	25-109_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44428553.0	0.0	20-150	43.0	20.506603123758318	139.82044479368932	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-110_R1_001_val_1	25-110_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35122072.0	0.0	20-150	41.0	18.318695051093734	145.29027196914805	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-110_R2_001_val_2	25-110_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35122072.0	0.0	20-150	41.0	17.64733533157369	145.0557751262511	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-112_R1_001_val_1	25-112_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46584169.0	0.0	20-150	43.0	20.15547685278721	146.63608697194962	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-112_R2_001_val_2	25-112_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46584169.0	0.0	20-150	43.0	19.761785069825255	146.38890454394496	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-113_R1_001_val_1	25-113_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31779287.0	0.0	20-150	44.0	22.998525285495163	144.87387876260408	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-113_R2_001_val_2	25-113_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31779287.0	0.0	20-150	44.0	22.494772559606034	144.62004009089316	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-114_R1_001_val_1	25-114_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66650980.0	0.0	20-150	42.0	16.499534499650327	145.50097147858892	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-114_R2_001_val_2	25-114_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66650980.0	0.0	20-150	42.0	16.553264453608627	145.31256457144366	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-115_R1_001_val_1	25-115_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38536519.0	0.0	20-150	44.0	22.966813604649573	142.82479491725758	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-115_R2_001_val_2	25-115_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38536519.0	0.0	20-150	44.0	21.882052684285817	142.6263183501343	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-116_R1_001_val_1	25-116_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43712866.0	0.0	20-150	43.0	22.980365957693476	144.84361871857132	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-116_R2_001_val_2	25-116_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43712866.0	0.0	20-150	43.0	22.075080171316934	144.6046895209296	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-117_R1_001_val_1	25-117_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38313594.0	0.0	20-150	44.0	25.341955655089983	139.01051190864527	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-117_R2_001_val_2	25-117_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38313594.0	0.0	20-150	44.0	25.35264756554477	138.80020712752764	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-119_R1_001_val_1	25-119_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50501575.0	0.0	20-150	38.0	14.913641307370334	146.93712312932814	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
25-119_R2_001_val_2	25-119_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50501575.0	0.0	20-150	38.0	14.859654385118784	146.6835218703575	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
25-120_R1_001_val_1	25-120_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55180119.0	0.0	20-150	44.0	21.393469551033757	140.12231196891764	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-120_R2_001_val_2	25-120_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55180119.0	0.0	20-150	44.0	21.495448194247306	139.9530895538663	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-167_R1_001_val_1	25-167_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36902705.0	0.0	20-150	42.0	20.54890906865209	141.70546701115813	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
25-167_R2_001_val_2	25-167_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36902705.0	0.0	20-150	42.0	21.798759555981544	141.2529164731962	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-168_R1_001_val_1	25-168_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43252629.0	0.0	20-150	43.0	19.853776439651867	145.24042797490992	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-168_R2_001_val_2	25-168_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43252629.0	0.0	20-150	43.0	19.762805429959673	145.02352411919284	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-169_R1_001_val_1	25-169_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	54117969.0	0.0	20-150	45.0	20.73629091062818	131.6907034149785	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-169_R2_001_val_2	25-169_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	54117969.0	0.0	20-150	44.0	19.78075186349989	131.5274361460239	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-170_R1_001_val_1	25-170_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49087925.0	0.0	20-150	43.0	21.688892904182893	145.21172927965483	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-170_R2_001_val_2	25-170_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49087925.0	0.0	20-150	43.0	20.994110578376947	144.96355857372257	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-171_R1_001_val_1	25-171_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47048483.0	0.0	20-150	40.0	17.55618702333247	146.94345760308573	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-171_R2_001_val_2	25-171_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47048483.0	0.0	20-150	40.0	17.43394577419712	146.67040516481688	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-172_R1_001_val_1	25-172_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36651873.0	0.0	20-150	44.0	24.927838234314443	142.2685645833161	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-172_R2_001_val_2	25-172_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36651873.0	0.0	20-150	43.0	24.11494843569241	142.044166856084	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-174_R1_001_val_1	25-174_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35477422.0	0.0	20-150	42.0	22.35857007806189	143.01290093739055	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-174_R2_001_val_2	25-174_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35477422.0	0.0	20-150	42.0	21.46771290022002	142.79985349555557	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-175_R1_001_val_1	25-175_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37185063.0	0.0	20-150	42.0	21.29514892935676	145.7391781479569	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-175_R2_001_val_2	25-175_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37185063.0	0.0	20-150	42.0	21.032489739727094	145.48951480867464	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-177_R1_001_val_1	25-177_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43246727.0	0.0	20-150	40.0	19.38205108938831	146.05109586674618	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-177_R2_001_val_2	25-177_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43246727.0	0.0	20-150	40.0	19.38201579002645	145.82636251293653	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-179_R1_001_val_1	25-179_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40358113.0	0.0	20-150	43.0	23.204878626093066	138.46636575897392	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-179_R2_001_val_2	25-179_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40358113.0	0.0	20-150	43.0	21.993167924855754	138.27539543288358	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-180_R1_001_val_1	25-180_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49142899.0	0.0	20-150	40.0	20.83382569803791	135.3671383529897	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-180_R2_001_val_2	25-180_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49142899.0	0.0	20-150	40.0	20.01329019183728	135.1714311563101	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-185_R1_001_val_1	25-185_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26515365.0	0.0	20-150	43.0	26.686233277383298	144.80764752814076	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-185_R2_001_val_2	25-185_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26515365.0	0.0	20-150	43.0	25.915247112341895	144.560005038588	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-186_R1_001_val_1	25-186_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25383543.0	0.0	20-150	44.0	26.873113893931404	144.5021695355924	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-186_R2_001_val_2	25-186_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25383543.0	0.0	20-150	44.0	26.178019527768143	144.26266159928895	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-193_R1_001_val_1	25-193_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26704889.0	0.0	20-150	38.0	15.409022143367704	140.68878825895888	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
25-193_R2_001_val_2	25-193_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26704889.0	0.0	20-150	37.0	15.74983698718699	140.53661507449067	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
25-194_R1_001_val_1	25-194_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30361356.0	0.0	20-150	42.0	20.142550480758363	143.20591939306004	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-194_R2_001_val_2	25-194_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30361356.0	0.0	20-150	42.0	21.440060004550393	142.737549666754	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-195_R1_001_val_1	25-195_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33205632.0	0.0	20-150	44.0	24.485287148250627	141.72398001640204	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-195_R2_001_val_2	25-195_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33205632.0	0.0	20-150	43.0	22.65569380869205	141.55426483073714	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
25-202_R1_001_val_1	25-202_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48430876.0	0.0	20-150	39.0	17.638322212314232	138.6356317816758	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-202_R2_001_val_2	25-202_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48430876.0	0.0	20-150	39.0	17.03788307549077	138.45527477140823	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
25-203_R1_001_val_1	25-203_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35371877.0	0.0	20-150	42.0	21.32866466817743	143.71361290779112	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
25-203_R2_001_val_2	25-203_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35371877.0	0.0	20-150	42.0	22.613825804726623	143.2372863051627	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-002_R1_001_val_1	5-002_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42800093.0	0.0	20-150	41.0	22.28709575611929	145.1710201424095	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-002_R2_001_val_2	5-002_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42800093.0	0.0	20-150	41.0	21.331870906657084	144.96756196300788	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-003_R1_001_val_1	5-003_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46172757.0	0.0	20-150	40.0	17.897482166841215	142.50683887037545	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-003_R2_001_val_2	5-003_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46172757.0	0.0	20-150	40.0	17.42877990315183	142.34122346213806	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-004_R1_001_val_1	5-004_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51199931.0	0.0	20-150	41.0	19.489437243635315	139.6884046582016	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-004_R2_001_val_2	5-004_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51199931.0	0.0	20-150	41.0	18.564325317014944	139.51137188055975	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-005_R1_001_val_1	5-005_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43882525.0	0.0	20-150	37.0	15.412376428034493	146.38486547891216	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-005_R2_001_val_2	5-005_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43882525.0	0.0	20-150	36.0	15.227149716894118	146.19976603442942	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-006_R1_001_val_1	5-006_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33002575.0	0.0	20-150	40.0	21.96614855971956	141.2626455056916	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-006_R2_001_val_2	5-006_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33002575.0	0.0	20-150	40.0	22.04606574722015	141.07448824826548	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-007_R1_001_val_1	5-007_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29758547.0	0.0	20-150	40.0	20.294129830726707	144.8731226023905	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-007_R2_001_val_2	5-007_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29758547.0	0.0	20-150	40.0	19.660833847964085	144.6658832166772	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-008_R1_001_val_1	5-008_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50042288.0	0.0	20-150	40.0	18.77130372989989	145.9289675963657	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-008_R2_001_val_2	5-008_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50042288.0	0.0	20-150	40.0	18.477732088586134	145.7341793005148	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-009_R1_001_val_1	5-009_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32440532.0	0.0	20-150	40.0	20.667616291229958	143.1630454149149	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-009_R2_001_val_2	5-009_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32440532.0	0.0	20-150	40.0	20.51565947378327	142.96895914037415	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
